local,preco,metragem,quartos,garagens,banheiros,bairro
"Rua Doutor Alexandre Gutierrez, Água Verde",2164200,152,3,3,5,1
"Novo Mundo, Curitiba",185500,17,1,,1,51
"Rua José Cadilhe, Água Verde",2200000,188,4,3,5,1
"Rua Professor Dario Garcia, Vista Alegre",3300000,535,4,3,6,78
"Rua Canadá, Bacacheri",800000,89,3,2,2,9
"Rua Frederico Stella, Cachoeira",790000,190,3,2,3,20
"Rua Professora Nahir Veiga, Campo Comprido",417638,56,2,1,1,23
"Rua Agatha Gumiela, Aviação",2500000,2952,,,,-1
"Rua Martim Afonso, Centro",550000,264,,,,28
"Rua Engenheiro Niepce da Silva, Portão",1190000,128,3,2,5,56
"Rua Pará, Água Verde",613218,77,3,1,2,1
"Avenida Frederico Lambertucci, Fazendinha",790000,250,3,,3,37
"Rua Padre Antônio, Centro",2499901,239,3,3,5,28
"Água Verde, Curitiba",1476250,150,4,2,5,1
"Rua Tenente-Brigadeiro Francisco de Assis Corrêa de Mello, Jardim das Américas",850000,201,3,2,3,45
"Rua Waldemiro David Geronasso, Boa Vista",595000,561,,,,15
"Rua Zeila Moura dos Santos, Cristo Rei",384900,79,,1,1,34
"Rua Valentin Gulin, Atuba",495000,77,3,2,2,7
"Rua Clara Vendramin, Mossunguê",2034670,180,3,3,1,50
"Rua Guaratuba, Ahú",1658000,135,3,2,4,2
"Rua Paulo Setúbal, Boqueirão",334404,48,2,2,1,17
"Rua Coronel Ottoni Maciel, Vila Izabel",1650000,365,4,3,6,77
"Ecoville, Curitiba",676465,69,2,1,2,35
"Avenida da Integração, Bairro Alto",570000,500,,,,10
"Rua Doutor Alexandre Gutierrez, Água Verde",2164200,152,3,3,5,1
"Rua Padre Agostinho, Champagnat",1230200,90,2,2,3,32
"Avenida da República, Parolin",850000,238,,,,53
"Bacacheri, Curitiba",1224571,102,3,2,3,9
"Rua Doutor João de Paula Moura Brito, Uberaba",549900,107,3,2,3,75
"Rua Canadá, Bacacheri",800000,89,3,2,2,9
"Rua Engenheiro Ostoja Roguski, Jardim Botânico",535000,61,2,1,2,43
"Rua Cidade de Capinzal, Fazendinha",450000,96,3,2,3,37
"Rebouças, Curitiba",530000,43,1,4,1,58
"Rua Capitão Souza Franco, Batel",1550000,228,4,2,5,13
"Rua Thomas Edison, Prado Velho",235000,30,1,1,1,57
"Alameda Augusto Stellfeld, Bigorrilho",2233020,361,3,2,4,14
"Rua Nicolau Maeder, Alto da Glória",3134388,219,4,3,6,4
"Rua Jovino do Rosário, Boa Vista",411278,51,2,1,1,15
"Vila Izabel, Curitiba",969000,97,3,1,2,77
"Cabral, Curitiba",400000,80,2,,1,19
"Rua João Macedo Souza, São Lourenço",760000,119,3,2,2,67
"Rua Pedro Gusso, Novo Mundo",540000,79,3,1,2,51
"Rua Henrique Itiberê da Cunha, Bom Retiro",956500,179,3,2,1,16
"Rua Visconde de Nacar, Centro",149000,31,,,1,28
"Rua Teixeira Soares, Seminário",1827000,128,3,2,4,69
"Centro, Curitiba",744400,73,2,1,2,28
"Cabral, Curitiba",3302400,234,3,3,6,19
"Rua Clementina de Paula Ferreira, Xaxim",460000,440,,,,79
"Rua Canadá, Bacacheri",770000,90,3,2,2,9
"Rua Nicolau Salomão, Tingui",369663,59,2,1,1,74
"Rua Engenheiros Rebouças, Rebouças",659900,67,2,2,2,58
"Avenida João Gualberto, Alto da Glória",667044,41,,1,1,4
"Rua Alípio Teixeira de Moraes, Barreirinha",420000,748,,,,12
"Avenida da República, Portão",818946,85,2,1,1,56
"Rua Nicolau Gulbino, Capão da Imbuia",329900,47,2,1,2,25
"Rua Doutor Aldivar José Bassetti, Boa Vista",2800000,1905,,,,15
"Rua Professora Ana de Oliveira Viana, Fanny",695000,200,3,3,4,36
"Rua Colombo, Ahú",325000,72,3,1,2,2
"Rua Nicolau Gulbino, Capão da Imbuia",205900,29,1,1,1,25
"Avenida Alcir Martins Bastos, Fazendinha",590000,360,,,,37
"Novo Mundo, Curitiba",374914,62,2,,2,51
"Avenida Cândido de Abreu, Centro Cívico",300000,52,,1,1,28
"Rua Professor João Mazzarotto, Capão Raso",365000,53,2,1,1,26
"Capão Raso, Curitiba",642111,109,3,,3,26
"Rua Engenheiro Ostoja Roguski, Jardim Botânico",500000,61,2,,2,43
"Rua Marquês do Paraná, Água Verde",923136,91,2,2,2,1
"Rua Guilherme Pugsley, Água Verde",1715608,139,3,1,4,1
"Rua Brasílio Bacellar Filho, Tingui",215000,66,3,1,1,74
"Rua Canadá, Bacacheri",328000,46,2,1,1,9
"Rua Belmira Carvalho Bertoldi, Campo de Santana",240000,72,2,1,2,24
"Rua Anna Dinarowski Sobczyk, Cidade Industrial",420000,53,2,1,1,33
"Rua das Araras, Santa Felicidade",456900,57,2,1,2,61
"Rua Constantino Marochi, Juvevê",1930000,173,3,3,1,46
"Rua Guilherme Pugsley, Água Verde",1590000,139,3,2,4,1
"Rua Abílio Peixoto, Cabral",499000,89,3,2,2,19
"Alameda Princesa Izabel, Mercês",1108000,116,3,2,4,49
"Rua Theodoro Makiolka, Barreirinha",600000,539,,,,12
"Area Rural de Curitiba, Curitiba",36000000,700,,25,15,-1
"Rua Vereador Ângelo Burbello, Umbara",3000000,3581,,,,76
"Boqueirão, Curitiba",1888000,267,3,4,4,17
"Rua Theodoro Makiolka, Santa Cândida",581000,104,3,1,3,60
"Rua Mateus Leme, São Lourenço",2100000,2210,,,,67
"Rua Profeta Moisés, Santa Cândida",287000,253,,,,60
"Rua La Salle, Pinheirinho",560000,90,2,3,2,55
"Alto da Rua XV, Curitiba",1732763,192,3,2,5,6
"Alto Boqueirão, Curitiba",410000,120,2,2,2,3
"Rua Edmundo Alberto Mercer, Tingui",405900,64,2,1,1,74
"Rua Tenente-Coronel Servando de Loyola e Silva, Barreirinha",725000,129,3,2,2,12
"Rua Maria Bueno, Novo Mundo",520000,384,,,,51
"Avenida Visconde de Guarapuava, Batel",698000,48,,,1,13
"Rua Padre Leonardo Nunes, Portão",749000,700,,,,56
"Rua Gonçalves Dias, Batel",2845920,172,3,4,4,13
"Rodovia BR-116, Juvevê",2983040,219,3,2,1,46
"Alameda Júlia da Costa, Bigorrilho",889000,95,3,2,2,14
"Avenida Sete de Setembro, Água Verde",300000,42,,,1,1
"Avenida Paraná, Cabral",1493685,135,3,2,2,19
"Avenida Senador Salgado Filho, Guabirotuba",2500000,1744,,,,39
"Rua Expedicionário Eurides Fernandes do Nascimento, Alto Boqueirão",220000,56,2,1,1,3
"Rua Presidente Epitácio Pessoa, Jardim Social",456000,57,2,1,2,44
"Rua Victor Hugo, Lindóia",399000,332,,,,48
"Rua Visconde do Rio Branco, Mercês",1245800,85,2,2,3,49
"Rua Henrique Martins Torres, Boqueirão",435000,88,3,2,2,17
"Avenida Paraná, Bacacheri",850000,107,4,1,4,9
"Travessa Ferreira do Amaral, Água Verde",410000,107,3,1,3,1
"Rua Waldemiro Ry, Novo Mundo",359000,74,3,1,2,51
"Batel, Curitiba",2500000,300,2,3,5,13
"Bigorrilho, Curitiba",1664500,154,3,3,5,14
"Rua Tibagi, Centro",289938,26,1,,1,28
"Fanny, Curitiba",750000,130,3,2,3,36
"Avenida Senador Souza Naves, Cristo Rei",796150,155,3,1,3,34
"Rua Coronel João Guilherme Guimarães, Bom Retiro",1049000,170,3,3,4,16
"Juvevê, Curitiba",2593095,215,3,3,3,46
"Avenida República Argentina, Água Verde",345000,39,,,1,1
"Rua Ângela Budel, São Braz",1180000,250,3,12,4,64
"Campo Comprido, Curitiba",921000,151,3,2,3,23
"Rua Conselheiro Laurindo, Centro",90000,22,,,1,28
"Rua Tibagi, Centro",190000,29,,,1,28
"Rua Quintino Bocaiúva, Cabral",1631781,192,3,2,2,19
"Rua Marechal José Bernardino Bormann, Batel",1480000,292,3,3,3,13
"Rua Brasílio Bacellar Filho, Tingui",461200,65,3,2,1,74
"Rua Angélica Manikosky Geronasso, Boa Vista",449975,62,2,1,2,15
"Ecoville, Curitiba",1320000,126,3,2,4,35
"Rua São Pedro, Cabral",1700000,214,3,3,5,19
"Rua Nicolau Gulbino, Capão da Imbuia",205900,29,1,1,1,25
"Avenida Alcir Martins Bastos, Fazendinha",590000,360,,,,37
"Campo Comprido, Curitiba",875943,74,3,1,2,23
"Novo Mundo, Curitiba",374914,62,2,,2,51
"Rua Vinte e Quatro de Maio, Centro",219000,37,1,,1,28
"Rua João Geara, Água Verde",980000,113,3,2,3,1
"Rua Paraguassu, Alto da Glória",1030000,111,3,2,3,4
"Rua Paul Garfunkel, Cidade Industrial",15300000,19000,,,,33
"Rua Alferes Ângelo Sampaio, Bigorrilho",1401860,109,3,2,3,14
"Rua Itupava, Alto da Glória",2145000,195,,2,3,4
"Rua Jerônimo Durski, Bigorrilho",2166680,134,2,2,3,14
"Santa Quitéria, Curitiba",331190,52,2,1,2,62
"Rua Profeta Moisés, Santa Cândida",287000,253,,,,60
"Boqueirão, Curitiba",480000,112,3,3,3,17
"Campo de Santana, Curitiba",395000,240,1,3,1,24
"Avenida Presidente Getúlio Vargas, Vila Izabel",637800,68,2,1,2,77
"Rua Tenente-Coronel Servando de Loyola e Silva, Barreirinha",725000,129,3,2,2,12
"Água Verde, Curitiba",1463530,130,3,2,5,1
"Rua Alberto Potier, Boa Vista",779146,85,3,1,2,15
"Rua dos Bem-te-vis, Bacacheri",471304,72,2,1,2,9
"Rua Padre Leonardo Nunes, Portão",749000,700,,,,56
"Avenida República Argentina, Água Verde",1050000,176,3,2,3,1
"Rodovia BR-116, Juvevê",2983040,219,3,2,1,46
"Avenida Sete de Setembro, Água Verde",300000,42,,,1,1
"Rua Fausto Nascimento Bittencourt, Ahú",1345300,117,3,2,3,2
"Avenida Paraná, Cabral",1493685,135,3,2,2,19
"Avenida Senador Salgado Filho, Guabirotuba",2500000,1744,,,,39
"Avenida Visconde de Guarapuava, Centro",935682,73,2,2,1,28
"Avenida Sete de Setembro, Batel",1550000,274,4,3,5,13
"Rua Marquês do Paraná, Água Verde",1390000,127,3,2,3,1
"Rua Capitão Zeppin, Uberaba",779000,183,4,2,4,75
"Rua Simão Bolivar, Hugo Lange",756690,88,3,2,3,42
"Rua General Carneiro, Alto da Rua XV",784258,67,2,2,2,6
"Rua Canadá, Cabral",947656,111,3,3,2,19
"Avenida da República, Portão",509000,58,2,1,2,56
"Rua Jorge de Poli, Xaxim",1000000,877,,,,79
"Alameda Princesa Izabel, Mercês",664000,77,3,1,2,49
"Rua Eliseu José Hipólito, Alto Boqueirão",370000,440,,,,3
"Alameda Doutor Muricy, Centro",110000,19,,,1,28
"Avenida Silva Jardim, Rebouças",249617,17,1,,1,58
"Rua Padre Anchieta, Bigorrilho",1899000,283,4,3,5,14
"Rua Vereador Garcia Rodrigues Velho, Cabral",6520505,315,3,4,5,19
"Campina do Siqueira, Curitiba",2400000,385,4,8,6,22
"Centro, Curitiba",928689,96,3,1,3,28
"Rua Mariano Torres, Centro",1065300,106,2,2,1,28
"Rua Jerônimo Durski, Champagnat",587972,68,2,1,1,32
"Rua Monsenhor Ivo Zanlorenzi, Ecoville",499000,61,2,1,1,35
"Rua Raul Pompéia, Cidade Industrial",155000,41,2,1,1,33
"Rua Colombo, Ahú",490000,117,2,,2,2
"Centro, Curitiba",750000,185,4,1,3,28
"Rua Professor Pedro Viriato Parigot de Souza, Ecoville",2810000,245,3,4,2,35
"Rua Vereador Antônio Carnasciali, Boqueirão",2000000,1493,,,,17
"Rua Pedro Demeterco, Jardim das Américas",550000,167,3,2,3,45
"Rua Joaquim Nabuco, Bacacheri",499500,72,3,1,2,9
"Avenida Nossa Senhora da Luz, Bacacheri",570000,87,3,1,2,9
"Rua Jorge Bonn, Tingui",279000,56,2,1,1,74
"Mossunguê, Curitiba",569000,46,,1,1,50
"Rua Professor Sebastião Paraná, Vila Izabel",990000,480,,,,77
"Rua José Merhy, Boa Vista",625000,85,3,1,2,15
"Rua Jornalista Caio Machado, Santa Quitéria",195562,28,1,,1,62
"Rua Professor Francisco Zardo, Santa Felicidade",6200000,6169,,,,61
"Rua Oyapock, Cristo Rei",659000,77,3,,2,34
"Rua Paulo Kissula, Cajuru",180000,36,2,1,1,21
"Rua Manoel Eufrásio, Juvevê",1775000,145,3,3,5,46
"Rua Professora Doracy Cezzarino, Portão",1600000,187,3,3,5,56
"Rua Poeta César Bond, Santa Felicidade",665000,702,,,,61
"Rua Professor Orlando Sprenger Lobo, Tingui",650000,304,8,4,4,74
"Avenida República Argentina, Portão",234536,30,1,,1,56
"Rua Vinte e Nove de Junho, Bacacheri",1452138,158,3,3,3,9
"Rua Olavo Bilac, Batel",5626800,310,3,3,6,13
"Rua Alberto Potier, Boa Vista",916421,99,3,,2,15
"Rua Doutor Abel Walter Brunnquell, Pinheirinho",432000,390,,,,55
"Tingui, Curitiba",439069,73,3,,2,74
"Avenida Água Verde, Água Verde",579240,127,3,1,4,1
"Estrada Guilherme Weigert, Santa Cândida",280000,58,3,1,1,60
"Estrada das Olarias, Atuba",1390000,368,3,4,3,7
"Rua Cidade de Capinzal, Fazendinha",450000,96,3,2,3,37
"Rua Harry Delmonte Janz, Ecoville",315000,42,1,1,1,35
"Rua Eduardo Sprada, Campo Comprido",2901059,609,,,,23
"Rua Barão dos Campos Gerais, Juvevê",2020000,208,3,4,3,46
"Rua Marquês do Paraná, Água Verde",923000,91,2,2,2,1
"Alameda Doutor Carlos de Carvalho, Centro",300000,30,,1,2,28
"Rua Júlio Perneta, Mercês",1380000,133,3,2,4,49
"Portão, Curitiba",389073,63,1,,1,56
"Rua Jean Baptista Debret, Guabirotuba",695000,175,3,2,3,39
"Rua Voluntários da Pátria, Centro",213000,44,,,1,28
"Praça Padre João Bagozzi, Água Verde",1899283,166,3,,5,1
"Rua Júlio Perneta, Mercês",834158,93,2,1,2,49
"Avenida da República, Portão",539000,63,3,1,2,56
"Rua Bráulio Faria Prado, Abranches",4900000,10600,,,,0
"Rua José Zaleski, Capão Raso",445000,68,2,1,2,26
"Rua João Dranka, Cristo Rei",516740,48,2,1,1,34
"Cabral, Curitiba",840812,81,2,1,1,19
"Centro, Curitiba",270501,34,1,,1,28
"Rua Vinte e Nove de Junho, Bacacheri",806296,99,2,2,2,9
"Alameda Presidente Taunay, Batel",3081000,169,2,3,3,13
"Rua Grã Nicco, Mossunguê",875000,111,3,2,3,50
"Rua Ubaldino do Amaral, Alto da Glória",716100,75,2,1,2,4
"Cabral, Curitiba",7242000,459,4,4,4,19
"Rua Deputado Benedito Lúcio Machado, Xaxim",529380,146,3,2,3,79
"Centro, Curitiba",670000,165,3,2,3,28
"Rua Antenor Kaiser, Ecoville",3000000,266,3,2,4,35
"Rua Professor Pedro Viriato Parigot de Souza, Cidade Industrial",1290000,131,4,2,2,33
"Cidade Industrial, Curitiba",129000,40,2,1,1,33
"Rua Professora Nahir Veiga, Campo Comprido",223000,68,2,1,1,23
"Rua Edmundo Alberto Mercer, Tingui",314900,40,1,1,2,74
"Rua Alferes Ângelo Sampaio, Bigorrilho",2081312,118,3,2,3,14
"Avenida Fredolin Wolf, Santa Felicidade",459140,65,2,1,2,61
"Rua Simão Brante, Uberaba",779000,138,3,2,5,75
"Água Verde, Curitiba",586625,62,1,,1,1
"Rua Amazonas, Água Verde",439900,24,2,1,1,1
"Rua Monsenhor Ivo Zanlorenzi, Ecoville",806000,78,2,2,2,35
"Rua Antônio Parolin Júnior, Parolin",450900,83,3,1,1,53
"Rua México, Bacacheri",1050000,203,3,2,3,9
"Rua Bispo Dom José, Batel",1614600,130,3,2,4,13
"Rua Pedro Collere, Vila Izabel",1640000,284,3,3,4,77
"Rua Manoel Eufrásio, Juvevê",1477795,133,3,3,1,46
"Rua Padre Anchieta, Bigorrilho",415000,58,,,,14
"Rua Engenheiros Rebouças, Rebouças",950000,91,3,2,2,58
"Rua Henrique Dyck, Boqueirão",832100,180,3,3,3,17
"Hauer, Curitiba",999500,825,,,,41
"Avenida Presidente Affonso Camargo, Cristo Rei",597200,61,2,1,2,34
"Uberaba, Curitiba",600651,109,3,1,2,75
"Avenida República Argentina, Vila Izabel",385000,35,,,1,77
"Rua Cidade de Capinzal, Fazendinha",450000,96,3,2,3,37
"Travessa Percy Withers, Água Verde",5500000,353,4,4,4,1
"Avenida João Gualberto, Juvevê",1600000,298,3,3,4,46
"Travessa Percy Withers, Água Verde",1980000,146,3,2,4,1
"Cabral, Curitiba",2348000,216,3,3,5,19
"Rua das Araras, Santa Felicidade",3924000,306,4,4,5,61
"Rua Ângelo Nabosne, Ecoville",1123281,105,3,2,4,35
"Rua Alferes Ângelo Sampaio, Mercês",1330300,106,3,2,2,49
"Rua Canadá, Bacacheri",832106,90,3,2,2,9
"Rua Jeremias Lissa, Vista Alegre",2299950,308,3,7,4,78
"Rua Marcelino Nogueira, Bacacheri",350000,82,3,1,3,9
"Avenida Iguaçu, Água Verde",170000,24,,,,1
"Rua Brasílio Bacellar Filho, Tingui",350600,57,2,1,1,74
"Rebouças, Curitiba",335900,31,1,1,1,58
"Água Verde, Curitiba",1872647,139,3,2,5,1
"Juvevê, Curitiba",1680000,129,3,,5,46
"Rua Riachuelo, Centro",229000,25,1,,1,28
"Rua Raggi Izar, Hauer",890000,300,3,2,4,41
"Alto da Rua XV, Curitiba",1624500,136,3,2,2,6
"Jardim das Américas, Curitiba",872000,145,3,3,3,45
"Rua Marino Pereira Júnior, Santa Cândida",490000,434,,,,60
"Rua Quitandinha, Sitio Cercado",630000,167,3,4,2,70
"Rua Luiz Ronaldo Canalli, Campo Comprido",447030,67,3,1,2,23
"Rua Ângelo Greca, Atuba",470000,114,3,2,3,7
"Rua Jovino do Rosário, Boa Vista",481027,60,3,1,2,15
"Rua Alberico Flores Bueno, Bairro Alto",598000,115,3,1,4,10
"Rua Orlando Peruci, Santa Felicidade",4980000,642,4,4,7,61
"Rua Edmundo Alberto Mercer, Tingui",314900,40,1,1,2,74
"Rua Alferes Ângelo Sampaio, Bigorrilho",2081312,118,3,2,3,14
"Avenida Fredolin Wolf, Santa Felicidade",459140,65,2,1,2,61
"Rua Valério Sprada, Ganchinho",320000,83,2,2,1,38
"Água Verde, Curitiba",551659,63,2,1,2,1
"Água Verde, Curitiba",586625,62,1,,1,1
"Uberaba, Curitiba",599000,116,3,2,3,75
"Uberaba, Curitiba",899000,150,3,2,2,75
"Rua Amazonas, Água Verde",439900,24,2,1,1,1
"Rua México, Bacacheri",1050000,203,3,2,3,9
"Rua Bispo Dom José, Batel",1614600,130,3,2,4,13
"Travessa Percy Withers, Água Verde",1890000,157,3,3,4,1
"Rua Manoel Eufrásio, Juvevê",1477795,133,3,3,1,46
"Rua Padre Anchieta, Bigorrilho",415000,58,,,,14
"Rua Henrique Dyck, Boqueirão",832100,180,3,3,3,17
"Hauer, Curitiba",999500,825,,,,41
"Avenida Presidente Affonso Camargo, Cristo Rei",597200,61,2,1,2,34
"Uberaba, Curitiba",600651,109,3,1,2,75
"Avenida República Argentina, Vila Izabel",385000,35,,,1,77
"Rua Alberto Potier, Boa Vista",818671,99,3,1,2,15
"Avenida Marechal Humberto de Alencar Castelo Branco, Cristo Rei",790758,87,3,1,1,34
"Rua Thereza Fontana Alves, Capão Raso",1390000,300,4,6,5,26
"Rua Doutor Nelson de Souza Pinto, Ahú",2590000,1000,5,10,8,2
"Rua Mauá, Alto da Glória",800000,254,,,,4
"Alto da Glória, Curitiba",1269000,106,3,2,3,4
"Alto da Rua XV, Curitiba",2280000,183,3,4,4,6
"Rua Quintino Bocaiúva, Cabral",1587420,176,3,2,5,19
"Cabral, Curitiba",1309000,131,3,2,3,19
"Rua Francisco Negrão, Água Verde",1850000,961,,,,1
"Rua Emílio Zattera, São Braz",1310000,241,4,2,5,64
"Rua João Batista Dallarmi, Mercês",1400000,184,3,2,3,49
"Uberaba, Curitiba",598000,106,3,2,2,75
"Rua Conselheiro Laurindo, Centro",145000,19,,,1,28
"Rua Professor Guido Straube, Água Verde",576000,47,,1,1,1
"Vila Izabel, Curitiba",1216018,123,4,2,4,77
"Água Verde, Curitiba",2687188,116,3,3,2,1
"Rua Agenor Antônio Rodrigues, Sitio Cercado",135000,43,2,1,1,70
"Rua Zonardy Ribas, Boqueirão",450000,94,3,1,2,17
"Rua Dom Pedro I, Água Verde",3234456,189,3,3,4,1
"Alameda Júlia da Costa, São Francisco",1141663,83,3,2,2,65
"Rua Coronel Amazonas Marcondes, Cabral",1174408,113,3,1,2,19
"Rua Maria Noemia dos Santos, Santa Cândida",285000,52,2,1,1,60
"Rua Antônio Rodrigues da Rocha, Atuba",760000,142,3,2,3,7
"Rua Antônio Bertoldi, Campo de Santana",450000,160,3,2,3,24
"Rua Visconde do Rio Branco, Mercês",896240,84,2,2,3,49
"Avenida do Batel, Batel",690000,45,1,1,1,13
"Avenida Vicente Machado, Batel",2121092,130,3,2,2,13
"Rua Padre Anchieta, Bigorrilho",1950000,168,,4,4,14
"Alameda Júlia da Costa, Bigorrilho",915000,95,3,2,2,14
"Ahú, Curitiba",1080000,111,3,2,3,2
"Alameda Júlia da Costa, São Francisco",1141663,83,3,2,2,65
"Rua Maria Noemia dos Santos, Santa Cândida",285000,52,2,1,1,60
"Rua Antônio Rodrigues da Rocha, Atuba",760000,142,3,2,3,7
"Rua Antônio Bertoldi, Campo de Santana",450000,160,3,2,3,24
"Rua Visconde do Rio Branco, Mercês",896240,84,2,2,3,49
"Rua Doutor João Tobias Pinto Rebelo, Portão",851000,304,,,,56
"Avenida Presidente Affonso Camargo, Cristo Rei",552900,61,2,1,2,34
"Rua Flávio Dallegrave, Barreirinha",590000,667,,,,12
"Rua Júlio Perneta, Mercês",1415540,134,3,3,3,49
"Rua Luiz Zilli, Campo Comprido",1250000,606,,,,23
"Água Verde, Curitiba",2109615,153,3,3,3,1
"Avenida Silva Jardim, Água Verde",450000,72,2,,2,1
"Rua Francisco Raitani, Pinheirinho",336000,61,2,1,1,55
"Rua Dom Pedro I, Água Verde",3233530,223,3,3,4,1
"Alameda Princesa Izabel, Mercês",664000,77,3,2,2,49
"Avenida Marechal Humberto de Alencar Castelo Branco, Cristo Rei",844000,87,3,1,2,34
"Rua Coronel Ottoni Maciel, Vila Izabel",1650000,365,4,3,6,77
"Rua Tibagi, Centro",307017,34,1,,1,28
"Alameda Princesa Izabel, Mercês",664000,77,3,1,2,49
"Alameda Dom Pedro II, Batel",355000,64,2,1,2,13
"Rua Alberto Potier, Boa Vista",779146,85,3,1,2,15
"Rua Vitorino Kaviski, Bigorrilho",1800000,1580,,,,14
"Rua Manoel Vicente de Oliveira Mello, Tarumã",339000,66,2,1,1,72
"Batel, Curitiba",4907337,494,3,4,5,13
"Rua Antônio Nogarolli, Champagnat",750000,426,,,,32
"Cajuru, Curitiba",430000,153,4,2,2,21
"Cidade Industrial, Curitiba",129000,40,2,1,1,33
"Rua Edmundo Alberto Mercer, Tingui",314900,40,1,1,2,74
"Rua Alferes Ângelo Sampaio, Bigorrilho",2081312,118,3,2,3,14
"Avenida Fredolin Wolf, Santa Felicidade",459140,65,2,1,2,61
"Rua José Noga, Alto Boqueirão",450000,72,3,2,2,3
"Praça Padre João Bagozzi, Vila Izabel",674709,80,2,2,2,77
"Rua Vereador Aurelino Mader Gonçalves, Xaxim",265000,47,2,1,1,79
"Rua Valério Sprada, Ganchinho",320000,83,2,2,1,38
"Água Verde, Curitiba",551659,63,2,1,2,1
"Água Verde, Curitiba",586625,62,1,,1,1
"Uberaba, Curitiba",599000,116,3,2,3,75
"Uberaba, Curitiba",899000,150,3,2,2,75
"Rua Amazonas, Água Verde",439900,24,2,1,1,1
"Rua Bispo Dom José, Batel",1614600,130,3,2,4,13
"Travessa Percy Withers, Água Verde",1890000,157,3,3,4,1
"Rua Manoel Eufrásio, Juvevê",1477795,133,3,3,1,46
"Rua José Rossetim, Santo Inácio",1299530,1173,,,,63
"Rua Anna Dinarowski Sobczyk, Campo Comprido",494073,65,3,1,2,23
"Rua João Schleder Sobrinho, Boa Vista",579900,64,3,1,3,15
"Atuba, Curitiba",639000,515,,,,7
"Rua Nossa Senhora de Fátima, Capão da Imbuia",329900,23,2,1,1,25
"Rua Odilon de Santa Rita Borba, Bacacheri",609000,70,2,1,2,9
"Rua Mariano Torres, Centro",970200,107,2,1,2,28
"Rua Monsenhor Ivo Zanlorenzi, Mossunguê",2385000,276,3,4,6,50
"Boa Vista, Curitiba",521983,50,1,1,2,15
"Rua Júlio Perneta, Mercês",1380000,133,2,2,3,49
"Rua José de Alencar, Alto da Rua XV",900000,185,4,3,4,6
"Alto da Glória, Curitiba",758000,98,3,2,2,4
"Campo de Santana, Curitiba",215000,46,2,1,1,24
"Rua Vinte e Nove de Junho, Bacacheri",738000,99,3,1,2,9
"Rua José Izidoro Biazetto, Mossunguê",916000,110,3,2,2,50
"Boa Vista, Curitiba",490000,60,3,1,2,15
"Rua Jóquei Clube, Prado Velho",191653,27,1,,1,57
"Rua João Barwik, Barreirinha",530000,108,3,1,3,12
"Água Verde, Curitiba",2687188,115,3,,3,1
"Rua Bom Jesus, Cabral",2636000,214,3,3,5,19
"Rua Ulisses José Ribeiro, Uberaba",550000,120,3,1,2,75
"Rua Mariano Torres, Centro",1174800,106,3,1,2,28
"Rua Ubaldino do Amaral, Alto da Glória",425000,34,,,1,4
"Rua Pedro Cruzetta, Cidade Industrial",1700000,934,,,,33
"Rua José Ingenieros, Vista Alegre",980000,153,3,2,3,78
"Rua Doutor Carlos Bruno Breithaupt, Jardim das Américas",797700,210,4,4,4,45
"Rua José Nicco, Ecoville",4500000,430,4,4,6,35
"Rua Saint Hilaire, Água Verde",1319500,121,3,2,3,1
"Rua Alferes Ângelo Sampaio, Bigorrilho",4463383,257,3,4,3,14
"Rua Monsenhor Ivo Zanlorenzi, Mossunguê",3517500,306,3,4,3,50
"Rua Antônio Freitas Barbosa, Capão Raso",344900,48,2,1,1,26
"Rua Luiz França, Cajuru",189000,31,2,,1,21
"Alameda Princesa Izabel, São Francisco",1329552,103,2,2,2,65
"Rua Luísa Dariva, Ecoville",5200000,308,4,5,1,35
"Rua Fátima Bark, Pinheirinho",519000,100,3,1,2,55
"Rua Nova Esperança, Sitio Cercado",320000,,,,,70
"Rua Armando Sales de Oliveira, Guabirotuba",1045000,179,3,2,3,39
"Água Verde, Curitiba",399000,64,2,,1,1
"Rua Engenheiro Roberto Guilherme Pereira Leite, Vista Alegre",2450000,460,3,4,6,78
"Rua Pedro Cruzetta, Campo Comprido",1650000,993,,,,23
"Rua Martim Afonso, Bigorrilho",4185000,247,3,5,4,14
"Rua Rodolfo Bernardelli, Uberaba",598000,106,3,1,4,75
"Avenida Visconde de Guarapuava, Centro",928689,96,3,1,3,28
"Rua Tereza Pellanda Nichelle, Sitio Cercado",528900,160,5,3,4,70
"Rua Tobias de Macedo Júnior, Barigui",540000,71,3,2,2,11
"Rua Doutor José Guilherme Loyola, Fazendinha",320000,272,,,,37
"Rua Dias da Rocha Filho, Alto da Rua XV",1468500,134,3,3,4,6
"Avenida República Argentina, Vila Izabel",395000,35,,,1,77
"Santa Felicidade, Curitiba",760000,119,3,2,3,61
"Rua Doutor Carlos Bruno Breithaupt, Jardim das Américas",797700,210,4,4,4,45
"Rua José Nicco, Ecoville",4500000,430,4,4,6,35
"Rua Saint Hilaire, Água Verde",1319500,121,3,2,3,1
"Rua Alferes Ângelo Sampaio, Bigorrilho",4463383,257,3,4,3,14
"Rua Monsenhor Ivo Zanlorenzi, Mossunguê",3517500,306,3,4,3,50
"Rua Antônio Freitas Barbosa, Capão Raso",344900,48,2,1,1,26
"Rua Luiz França, Cajuru",189000,31,2,,1,21
"Alameda Princesa Izabel, São Francisco",1329552,103,2,2,2,65
"Rua Luísa Dariva, Ecoville",5200000,308,4,5,1,35
