local,preco,metragem,quartos,garagens,banheiros,bairro
"Sitio Cercado, Curitiba",389000,83.0,2.0,2.0,2.0,70
"Bacacheri, Curitiba",2000000,592.0,4.0,10.0,5.0,9
"Boa Vista, Curitiba",589900,110.0,3.0,2.0,3.0,15
"Butiatuvinha, Curitiba",1820005,273.0,4.0,2.0,5.0,18
"Campo Comprido, Curitiba",679500,120.0,3.0,2.0,3.0,23
"Seminário, Curitiba",1349990,138.0,3.0,2.0,2.0,69
"Jardim das Américas, Curitiba",750000,188.0,3.0,4.0,4.0,45
"Bairro Alto, Curitiba",520000,116.0,3.0,3.0,3.0,10
"Xaxim, Curitiba",600000,198.0,3.0,3.0,2.0,79
"Uberaba, Curitiba",570000,120.0,3.0,2.0,4.0,75
"Mercês, Curitiba",2850000,396.0,4.0,8.0,4.0,49
"Sitio Cercado, Curitiba",400000,84.0,3.0,2.0,1.0,70
"Tatuquara, Curitiba",235000,65.0,2.0,2.0,2.0,73
"Campo Comprido, Curitiba",599000,290.0,10.0,6.0,7.0,23
"Bairro Alto, Curitiba",1060000,280.0,6.0,4.0,4.0,10
"Sitio Cercado, Curitiba",480000,92.0,2.0,2.0,1.0,70
"Cidade Industrial, Curitiba",385000,65.0,2.0,,,33
"Boa Vista, Curitiba",1499000,260.0,3.0,7.0,4.0,15
"Boqueirão, Curitiba",1200000,146.0,4.0,1.0,3.0,17
"Portão, Curitiba",660000,131.0,3.0,2.0,3.0,56
"Portão, Curitiba",755000,156.0,3.0,2.0,2.0,56
"Tingui, Curitiba",699000,135.0,3.0,3.0,3.0,74
"Portão, Curitiba",795000,176.0,3.0,,,56
"Campo Comprido, Curitiba",410000,165.0,4.0,2.0,3.0,23
"Novo Mundo, Curitiba",1200000,420.0,4.0,5.0,5.0,51
"Água Verde, Curitiba",960000,154.0,4.0,2.0,4.0,1
"Campo Comprido, Curitiba",1950000,360.0,4.0,4.0,5.0,23
"Bigorrilho, Curitiba",1580000,301.0,3.0,6.0,3.0,14
"Mercês, Curitiba",1580000,301.0,3.0,6.0,3.0,49
"Campo Comprido, Curitiba",7300000,767.0,5.0,4.0,6.0,23
"Mercês, Curitiba",3960000,553.0,4.0,4.0,6.0,49
"Uberaba, Curitiba",1700000000,280.0,3.0,3.0,3.0,75
"CIC, Curitiba",250000,62.0,2.0,1.0,3.0,-1
"Orleans, Curitiba",679000,180.0,3.0,5.0,3.0,52
"Boa Vista, Curitiba",694000,101.0,3.0,2.0,3.0,15
"Bacacheri, Curitiba",2030000,326.0,3.0,3.0,6.0,9
"CIC, Curitiba",310000,79.0,3.0,,,-1
"Sitio Cercado, Curitiba",480000,160.0,3.0,4.0,2.0,70
"Campo Comprido, Curitiba",1690000,310.0,4.0,2.0,3.0,23
"Jardim Social, Curitiba",2180000,326.0,3.0,3.0,6.0,44
"Campo Comprido, Curitiba",820000,179.0,3.0,5.0,3.0,23
"Fazendinha, Curitiba",790000,250.0,3.0,,3.0,37
"Butiatuvinha, Curitiba",3150000,255.0,3.0,4.0,5.0,18
"Butiatuvinha, Curitiba",499000,105.0,2.0,2.0,2.0,18
"Uberaba, Curitiba",649000,127.0,3.0,2.0,4.0,75
"Uberaba, Curitiba",790000,138.0,3.0,2.0,4.0,75
"Tatuquara, Curitiba",185000,4.0,2.0,2.0,1.0,73
"Atuba, Curitiba",539000,129.0,3.0,2.0,3.0,7
"Bom Retiro, Curitiba",1024590,168.0,3.0,1.0,4.0,16
"Santo Inácio, Curitiba",4394761,362.0,4.0,2.0,4.0,63
"Campo Comprido, Curitiba",4229770,356.0,4.0,4.0,4.0,23
"Campo Comprido, Curitiba",5776059,500.0,4.0,4.0,5.0,23
"Jardim das Américas, Curitiba",872000,145.0,3.0,1.0,3.0,45
"Cidade Industrial, Curitiba",420000,100.0,3.0,2.0,2.0,33
"São Lourenço, Curitiba",1850000,524.0,4.0,3.0,3.0,67
"Xaxim, Curitiba",549900,159.0,3.0,1.0,4.0,79
"Campo Comprido, Curitiba",1387000,315.0,3.0,5.0,4.0,23
"Campo Comprido, Curitiba",1337000,310.0,3.0,5.0,5.0,23
"Campo Comprido, Curitiba",1337050,310.0,3.0,5.0,5.0,23
"Cajuru, Curitiba",395000,100.0,3.0,2.0,2.0,21
"Vista Alegre, Curitiba",2085000,247.0,3.0,3.0,5.0,78
"CIC, Curitiba",320000,82.0,3.0,2.0,2.0,-1
"Pinheirinho, Curitiba",360000,49.0,2.0,1.0,1.0,55
"Umbará, Curitiba",320000,75.0,2.0,2.0,2.0,76
"Tarumã, Curitiba",850000,200.0,3.0,5.0,3.0,72
"Cajuru, Curitiba",950000,412.0,5.0,3.0,5.0,21
"Santa Felicidade, Curitiba",2950000,381.0,4.0,5.0,4.0,61
"CIC, Curitiba",270000,75.0,2.0,2.0,2.0,-1
"Hauer, Curitiba",599000,162.0,3.0,,,41
"Atuba, Curitiba",672000,153.0,3.0,2.0,4.0,7
"Cidade Industrial, Curitiba",545900,166.0,3.0,1.0,2.0,33
"Santa Cândida, Curitiba",1450000,290.0,4.0,4.0,7.0,60
"Bairro Alto, Curitiba",450000,97.0,3.0,2.0,2.0,10
"Cidade Industrial, Curitiba",440000,252.0,5.0,2.0,4.0,33
"CIC, Curitiba",325000,80.0,2.0,2.0,3.0,-1
"Santa Felicidade, Curitiba",2200000,313.0,5.0,8.0,5.0,61
"CIC, Curitiba",280000,76.0,3.0,1.0,3.0,-1
"Lindóia, Curitiba",780000,145.0,3.0,3.0,4.0,48
"Santa Felicidade, Curitiba",2390000,468.0,4.0,4.0,6.0,61
"CIC, Curitiba",230000,52.0,2.0,1.0,2.0,-1
"Fazendinha, Curitiba",890000,220.0,3.0,8.0,4.0,37
"São Miguel, Curitiba",149000,53.0,2.0,1.0,1.0,68
"Xaxim, Curitiba",550000,129.0,3.0,2.0,3.0,79
"Campo Comprido, Curitiba",4700000,752.0,5.0,6.0,5.0,23
"Guaíra, Curitiba",349000,98.0,3.0,1.0,1.0,40
"Bom Retiro, Curitiba",1990000,492.0,3.0,2.0,5.0,16
"Hauer, Curitiba",714386,123.0,3.0,2.0,3.0,41
"Hauer, Curitiba",789728,136.0,3.0,2.0,3.0,41
"Uberaba, Curitiba",949990,287.0,4.0,2.0,3.0,75
"Uberaba, Curitiba",872000,145.0,3.0,2.0,4.0,75
"Fazendinha, Curitiba",280000,65.0,3.0,1.0,1.0,37
"Uberaba, Curitiba",700000,135.0,3.0,1.0,2.0,75
"Cajuru, Curitiba",270000,84.0,3.0,2.0,2.0,21
"Caiuá, Curitiba",575000,250.0,8.0,8.0,5.0,-1
"Bigorrilho, Curitiba",1348999,189.0,3.0,3.0,4.0,14
"Bigorrilho, Curitiba",1349000,179.0,3.0,3.0,3.0,14
"Pinheirinho, Curitiba",720000,440.0,3.0,4.0,3.0,55
"Portão, Curitiba",795000,171.0,3.0,4.0,3.0,56
"Uberaba, Curitiba",630000,165.0,3.0,2.0,3.0,75
"Boa Vista, Curitiba",619000,163.0,3.0,2.0,3.0,15
"Barreirinha, Curitiba",530000,124.0,3.0,4.0,3.0,12
"Cascatinha, Curitiba",2550000,400.0,3.0,4.0,3.0,27
"São Miguel, Curitiba",199000,100.0,2.0,2.0,2.0,68
"Santa Felicidade, Curitiba",1999000,370.0,4.0,8.0,5.0,61
"Ganchinho, Curitiba",245000,74.0,2.0,2.0,3.0,38
"Santa Felicidade, Curitiba",1489000,279.0,3.0,6.0,4.0,61
"Uberaba, Curitiba",779000,141.0,3.0,2.0,4.0,75
"Pilarzinho, Curitiba",763483,112.0,3.0,1.0,1.0,54
"Pinheirinho, Curitiba",450000,73.0,3.0,1.0,1.0,55
"Seminário, Curitiba",1449950,400.0,4.0,6.0,5.0,69
"Barreirinha, Curitiba",849999,180.0,3.0,6.0,3.0,12
"Xaxim, Curitiba",794600,177.0,3.0,2.0,1.0,79
"Ecoville, Curitiba",1190000,167.0,4.0,2.0,5.0,35
"Pinheirinho, Curitiba",1650000,380.0,5.0,5.0,4.0,55
"Xaxim, Curitiba",430000,125.0,3.0,2.0,2.0,79
"Xaxim, Curitiba",875800,191.0,3.0,2.0,1.0,79
"Uberaba, Curitiba",650000,175.0,3.0,3.0,5.0,75
"Portão, Curitiba",749000,161.0,4.0,3.0,3.0,56
"Capão da Imbuia, Curitiba",499000,147.0,3.0,2.0,3.0,25
"Caiuá, Curitiba",350000,158.0,4.0,2.0,2.0,-1
"Atuba, Curitiba",492450,103.0,3.0,,3.0,7
"São Braz, Curitiba",5980000,531.0,4.0,6.0,4.0,64
"São Lourenço, Curitiba",1199000,220.0,3.0,2.0,3.0,67
"Santa Cândida, Curitiba",1270000,328.0,3.0,4.0,3.0,60
"Pinheirinho, Curitiba",760000,300.0,4.0,5.0,4.0,55
"Xaxim, Curitiba",550000,159.0,3.0,3.0,4.0,79
"Água Verde, Curitiba",1090000,200.0,4.0,3.0,4.0,1
"Cachoeira, Curitiba",750000,360.0,5.0,3.0,3.0,20
"Cidade Industrial, Curitiba",260000,79.0,3.0,2.0,3.0,33
"Cidade Industrial, Curitiba",292000,80.0,3.0,1.0,2.0,33
"Cidade Industrial, Curitiba",280000,75.0,2.0,2.0,2.0,33
"Uberaba, Curitiba",500000,110.0,3.0,2.0,2.0,75
"Alto Boqueirão, Curitiba",244000,45.0,2.0,1.0,1.0,3
"Fazendinha, Curitiba",575000,116.0,3.0,2.0,3.0,37
"Tatuquara, Curitiba",175000,40.0,2.0,2.0,1.0,73
"Pilarzinho, Curitiba",990000,187.0,3.0,2.0,4.0,54
"Bacacheri, Curitiba",1199000,188.0,3.0,1.0,3.0,9
"Pinheirinho, Curitiba",435000,104.0,3.0,1.0,3.0,55
"São Braz, Curitiba",750000,189.0,3.0,2.0,4.0,64
"São Braz, Curitiba",610000,189.0,3.0,2.0,4.0,64
"Campo de Santana, Curitiba",400000,166.0,3.0,3.0,3.0,24
"Santo Inácio, Curitiba",4229770,336.0,4.0,4.0,5.0,63
"Pilarzinho, Curitiba",850000,280.0,3.0,3.0,2.0,54
"Campo Comprido, Curitiba",1386999,315.0,3.0,5.0,4.0,23
"Boa Vista, Curitiba",840000,164.0,3.0,2.0,4.0,15
"Santa Felicidade, Curitiba",1820000000,354.0,4.0,2.0,4.0,61
"Barreirinha, Curitiba",485000,110.0,3.0,3.0,1.0,12
"Cajuru, Curitiba",450000,100.0,3.0,2.0,3.0,21
"Cajuru, Curitiba",500000,109.0,3.0,2.0,4.0,21
"Pilarzinho, Curitiba",2600000,420.0,4.0,7.0,7.0,54
"Fazendinha, Curitiba",470000,200.0,6.0,3.0,4.0,37
"Santo Inácio, Curitiba",1490000,294.0,5.0,4.0,3.0,63
"Cidade Industrial, Curitiba",290000,80.0,3.0,1.0,2.0,33
"Cidade Industrial, Curitiba",420000,160.0,3.0,3.0,2.0,33
"Fazendinha, Curitiba",790000,330.0,3.0,5.0,3.0,37
"Alto Boqueirão, Curitiba",210000,48.0,2.0,1.0,1.0,3
"Xaxim, Curitiba",529000,93.0,3.0,2.0,3.0,79
"Ecoville, Curitiba",5749959,825.0,4.0,8.0,7.0,35
"Umbará, Curitiba",315000,70.0,2.0,2.0,2.0,76
"São Lourenço, Curitiba",1900000,220.0,4.0,3.0,7.0,67
"Cajuru, Curitiba",790000,275.0,4.0,4.0,3.0,21
"Santa Felicidade, Curitiba",4979998,640.0,4.0,12.0,6.0,61
"Abranches, Curitiba",886000,270.0,5.0,3.0,4.0,0
"São Braz, Curitiba",799000,149.0,3.0,2.0,4.0,64
"São Braz, Curitiba",530000,149.0,3.0,2.0,4.0,64
"Santa Felicidade, Curitiba",4979999,640.0,4.0,12.0,6.0,61
"Cachoeira, Curitiba",519999,120.0,3.0,3.0,3.0,20
"Cachoeira, Curitiba",520000,120.0,3.0,3.0,3.0,20
"Cachoeira, Curitiba",519000,120.0,3.0,3.0,3.0,20
"Uberaba, Curitiba",290000,250.0,6.0,,5.0,75
"Pinheirinho, Curitiba",575000,153.0,3.0,2.0,3.0,55
"São Braz, Curitiba",657000,132.0,3.0,2.0,4.0,64
"Cidade Industrial, Curitiba",295000,70.0,2.0,,,33
"Campo de Santana, Curitiba",315000,80.0,3.0,2.0,2.0,24
"Capão da Imbuia, Curitiba",860000,202.0,3.0,3.0,4.0,25
"Sitio Cercado, Curitiba",349000,75.0,2.0,2.0,3.0,70
"Capão da Imbuia, Curitiba",950000,146.0,4.0,3.0,3.0,25
"Água Verde, Curitiba",1024520,217.0,3.0,2.0,4.0,1
"Vitória Régia, Curitiba",350000,73.0,3.0,1.0,1.0,-1
"Bom Retiro, Curitiba",1099000,210.0,4.0,2.0,5.0,16
"Ecoville, Curitiba",5349900,540.0,4.0,4.0,6.0,35
"Uberaba, Curitiba",296800,160.0,5.0,1.0,3.0,75
"Tarumã, Curitiba",1299999,188.0,3.0,4.0,3.0,72
"Tarumã, Curitiba",1300000,188.0,3.0,4.0,3.0,72
"Água Verde, Curitiba",2999990,707.0,4.0,8.0,6.0,1
"Mercês, Curitiba",1341000,243.0,3.0,3.0,4.0,49
"Boa Vista, Curitiba",649999,129.0,3.0,1.0,3.0,15
"Campo de Santana, Curitiba",170000,40.0,2.0,2.0,1.0,24
"Campo de Santana, Curitiba",250000,44.0,2.0,1.0,1.0,24
"Ahú, Curitiba",830000,234.0,4.0,3.0,4.0,2
"Campo Comprido, Curitiba",710000,121.0,3.0,2.0,3.0,23
"Sitio Cercado, Curitiba",900000,254.0,4.0,2.0,3.0,70
"Boqueirão, Curitiba",642000,123.0,3.0,2.0,3.0,17
"São Braz, Curitiba",987900,156.0,3.0,2.0,5.0,64
"Cachoeira, Curitiba",2000000,900.0,5.0,8.0,5.0,20
"Boa Vista, Curitiba",1295000,224.0,4.0,2.0,7.0,15
"Alto Boqueirão, Curitiba",359000,105.0,3.0,2.0,1.0,3
"Alto Boqueirão, Curitiba",358999,105.0,3.0,1.0,1.0,3
"Cascatinha, Curitiba",1700000,336.0,5.0,5.0,4.0,27
"Alto Boqueirão, Curitiba",358900,105.0,3.0,2.0,1.0,3
"Atuba, Curitiba",640000,95.0,3.0,2.0,3.0,7
"Cidade Industrial, Curitiba",480000,96.0,3.0,2.0,3.0,33
"Tatuquara, Curitiba",280000,70.0,2.0,1.0,2.0,73
"Tatuquara, Curitiba",190000,80.0,2.0,2.0,1.0,73
"Butiatuvinha, Curitiba",4980000,640.0,4.0,12.0,6.0,18
"Tatuquara, Curitiba",250000,90.0,4.0,3.0,2.0,73
"Campo de Santana, Curitiba",180000,42.0,2.0,1.0,1.0,24
"Santa Quitéria, Curitiba",275000,107.0,2.0,1.0,2.0,62
"Jardim das Américas, Curitiba",700000,150.0,3.0,2.0,2.0,45
"Santa Cândida, Curitiba",1380000,210.0,3.0,2.0,3.0,60
"Água Verde, Curitiba",1197320,162.0,3.0,2.0,4.0,1
"Bacacheri, Curitiba",1650000,235.0,3.0,3.0,4.0,9
"Abranches, Curitiba",899900,184.0,3.0,2.0,4.0,0
"Xaxim, Curitiba",349000,216.0,3.0,1.0,1.0,79
"Cajuru, Curitiba",500000,97.0,3.0,1.0,3.0,21
"Uberaba, Curitiba",1450500,285.0,3.0,4.0,5.0,75
"Ecoville, Curitiba",1399000,287.0,3.0,5.0,4.0,35
"Uberaba, Curitiba",1449999,285.0,3.0,4.0,5.0,75
"Vista Alegre, Curitiba",979900,150.0,3.0,2.0,3.0,78
"Santa Felicidade, Curitiba",987900,156.0,3.0,2.0,5.0,61
"Sitio Cercado, Curitiba",350000,110.0,3.0,3.0,2.0,70
"Santa Felicidade, Curitiba",1090000,135.0,3.0,2.0,3.0,61
"Santa Felicidade, Curitiba",4500000,1067.0,4.0,,,61
"Bigorrilho, Curitiba",1650000,272.0,5.0,4.0,5.0,14
"Umbará, Curitiba",750000,175.0,3.0,2.0,2.0,76
"Fazendinha, Curitiba",350000,160.0,2.0,5.0,1.0,37
"Campo de Santana, Curitiba",227000,60.0,2.0,1.0,1.0,24
"Campo de Santana, Curitiba",220000,50.0,2.0,1.0,1.0,24
"Campo de Santana, Curitiba",185000,44.0,2.0,1.0,1.0,24
"Bairro Alto, Curitiba",344999,89.0,2.0,2.0,2.0,10
"Campo de Santana, Curitiba",290000,50.0,2.0,1.0,1.0,24
"Campo de Santana, Curitiba",205000,47.0,2.0,2.0,1.0,24
"São Lourenço, Curitiba",4969800,680.0,,,,67
"Santa Cândida, Curitiba",750000,84.0,3.0,2.0,1.0,60
"CIC, Curitiba",320000,70.0,2.0,2.0,2.0,-1
"Campo de Santana, Curitiba",175000,37.0,2.0,,,24
"Vitória Régia, Curitiba",400000,84.0,3.0,2.0,2.0,-1
"Barreirinha, Curitiba",690000,150.0,3.0,2.0,3.0,12
"Ecoville, Curitiba",5349500,541.0,4.0,4.0,6.0,35
"São Braz, Curitiba",990001,250.0,3.0,2.0,3.0,64
"Bom Retiro, Curitiba",983279,16457.0,3.0,1.0,2.0,16
"Tatuquara, Curitiba",670000,190.0,3.0,4.0,2.0,73
"Cidade Industrial, Curitiba",450000,160.0,4.0,3.0,2.0,33
"Pinheirinho, Curitiba",360000,58.0,2.0,1.0,1.0,55
"São Braz, Curitiba",1597000,350.0,3.0,4.0,3.0,64
"Bairro Alto, Curitiba",1166000,240.0,4.0,3.0,2.0,10
"Jardim Social, Curitiba",3700000,450.0,4.0,3.0,7.0,44
"Jardim Botânico, Curitiba",979000,323.0,4.0,8.0,3.0,43
"Bairro Alto, Curitiba",598000,115.0,3.0,2.0,3.0,10
"Jardim das Américas, Curitiba",570000,114.0,3.0,2.0,4.0,45
"Tatuquara, Curitiba",350000,85.0,2.0,2.0,2.0,73
"CIC, Curitiba",310000,80.0,3.0,2.0,2.0,-1
"São Braz, Curitiba",990000,250.0,3.0,2.0,3.0,64
"Cajuru, Curitiba",365000,128.0,2.0,4.0,2.0,21
"Cidade Industrial, Curitiba",330000,73.0,2.0,2.0,2.0,33
"Cidade Industrial, Curitiba",320000,64.0,2.0,,,33
"Boqueirão, Curitiba",556100,105.0,3.0,2.0,3.0,17
"São Lourenço, Curitiba",1900000,550.0,3.0,4.0,6.0,67
"Novo Mundo, Curitiba",735000,144.0,3.0,2.0,2.0,51
"Vila Izabel, Curitiba",1290000,211.0,4.0,3.0,4.0,77
"Santa Felicidade, Curitiba",595000,98.0,3.0,2.0,3.0,61
"Jardim Social, Curitiba",1190000,219.0,4.0,3.0,4.0,44
"Sitio Cercado, Curitiba",275000,49.0,2.0,2.0,2.0,70
"Água Verde, Curitiba",1046664,145.0,3.0,1.0,4.0,1
"Vitória Régia, Curitiba",250000,75.0,2.0,1.0,2.0,-1
"Uberaba, Curitiba",270000,83.0,2.0,3.0,1.0,75
"Pinheirinho, Curitiba",255000,45.0,2.0,2.0,2.0,55
"Tatuquara, Curitiba",195000,47.0,2.0,2.0,1.0,73
"Bairro Alto, Curitiba",59799180,115.0,3.0,3.0,3.0,10
"São Lourenço, Curitiba",682430,133.0,3.0,2.0,4.0,67
"Santa Felicidade, Curitiba",1529240,298.0,4.0,4.0,6.0,61
"Bom Retiro, Curitiba",859840,155.0,3.0,2.0,4.0,16
"Cajuru, Curitiba",879760,188.0,,,,21
"Hauer, Curitiba",789740,144.0,3.0,2.0,3.0,41
"Santa Felicidade, Curitiba",629080,177.0,3.0,4.0,3.0,61
"Uberaba, Curitiba",648170,150.0,3.0,2.0,3.0,75
"Santa Felicidade, Curitiba",698270,145.0,4.0,2.0,3.0,61
"Atuba, Curitiba",454190,97.0,,,,7
"Fazendinha, Curitiba",2100000,420.0,3.0,,3.0,37
"Vila Izabel, Curitiba",889530,250.0,3.0,4.0,4.0,77
"Fazendinha, Curitiba",489220,240.0,4.0,5.0,4.0,37
"Uberaba, Curitiba",698280,125.0,,,,75
"Sitio Cercado, Curitiba",434520,75.0,2.0,2.0,2.0,70
"Santa Felicidade, Curitiba",1349030,190.0,4.0,3.0,5.0,61
"Santa Felicidade, Curitiba",957540,156.0,3.0,2.0,5.0,61
"Bairro Alto, Curitiba",1498150,212.0,3.0,2.0,4.0,10
"Uberaba, Curitiba",649350,124.0,,,,75
"Boa Vista, Curitiba",469250,90.0,3.0,3.0,1.0,15
"Cajuru, Curitiba",320000,126.0,4.0,,,21
"Barreirinha, Curitiba",780000,430.0,4.0,3.0,5.0,12
"Uberaba, Curitiba",599780,145.0,3.0,3.0,4.0,75
"Boa Vista, Curitiba",649730,140.0,3.0,1.0,3.0,15
"Hauer, Curitiba",539600,106.0,3.0,2.0,3.0,41
"Abranches, Curitiba",794150,165.0,3.0,3.0,4.0,0
"Uberaba, Curitiba",1696400,289.0,3.0,4.0,6.0,75
"Abranches, Curitiba",798380,239.0,3.0,3.0,3.0,0
"Portão, Curitiba",679580,117.0,,,,56
"Pilarzinho, Curitiba",889140,175.0,3.0,3.0,3.0,54
"Jardim Social, Curitiba",1051944,200.0,3.0,2.0,4.0,44
"Santa Felicidade, Curitiba",1249850,144.0,3.0,2.0,3.0,61
"Santa Cândida, Curitiba",579750,111.0,3.0,2.0,3.0,60
"Santa Cândida, Curitiba",685350,113.0,3.0,2.0,3.0,60
"Santa Quitéria, Curitiba",499850,350.0,4.0,4.0,5.0,62
"Bairro Alto, Curitiba",604500,145.0,3.0,2.0,3.0,10
"Portão, Curitiba",649690,113.0,,,,56
"Jardim das Américas, Curitiba",488850,110.0,3.0,2.0,2.0,45
"Xaxim, Curitiba",594797,108.0,3.0,2.0,3.0,79
"Santa Felicidade, Curitiba",724130,145.0,3.0,2.0,3.0,61
"Cajuru, Curitiba",679850,180.0,3.0,2.0,3.0,21
"Boa Vista, Curitiba",617730,132.0,3.0,2.0,3.0,15
"Santa Cândida, Curitiba",519120,110.0,2.0,1.0,3.0,60
"Santo Inácio, Curitiba",1682000,237.0,3.0,4.0,5.0,63
"Santa Quitéria, Curitiba",1300000,311.0,4.0,4.0,3.0,62
"Barigui, Curitiba",3200000,320.0,3.0,4.0,5.0,11
"Barreirinha, Curitiba",725000,124.0,3.0,2.0,2.0,12
"Vista Alegre, Curitiba",899000,152.0,3.0,2.0,2.0,78
"Cachoeira, Curitiba",559000,119.0,3.0,2.0,2.0,20
"Cachoeira, Curitiba",486000,108.0,3.0,2.0,2.0,20
"Cachoeira, Curitiba",507000,108.0,3.0,2.0,2.0,20
"Cajuru, Curitiba",114900,26.0,1.0,,1.0,21
"Jardim das Américas, Curitiba",650000,146.0,3.0,1.0,3.0,45
"Portão, Curitiba",1350000,306.0,4.0,12.0,3.0,56
"Bacacheri, Curitiba",951000,135.0,3.0,2.0,3.0,9
"Jardim Social, Curitiba",809000,114.0,3.0,2.0,3.0,44
"São Lourenço, Curitiba",670000,143.0,3.0,2.0,3.0,67
"São Lourenço, Curitiba",700000,147.0,3.0,2.0,3.0,67
"Rebouças, Curitiba",1450000,242.0,4.0,3.0,3.0,58
"Bom Retiro, Curitiba",860000,171.0,3.0,3.0,2.0,16
"Uberaba, Curitiba",655000,131.0,3.0,3.0,2.0,75
"Uberaba, Curitiba",650000,161.0,3.0,1.0,1.0,75
"Guaíra, Curitiba",675000,115.0,3.0,1.0,2.0,40
"Uberaba, Curitiba",599000,120.0,3.0,3.0,2.0,75
"Uberaba, Curitiba",598000,153.0,3.0,2.0,2.0,75
"Bairro Alto, Curitiba",598000,115.0,3.0,2.0,2.0,10
"Cajuru, Curitiba",999000,176.0,3.0,2.0,2.0,21
"Lindóia, Curitiba",550000,101.0,3.0,2.0,1.0,48
"Lindóia, Curitiba",470000,95.0,3.0,2.0,1.0,48
"Lindóia, Curitiba",490000,89.0,3.0,2.0,1.0,48
"Parolin, Curitiba",460900,83.0,3.0,2.0,1.0,53
"Uberaba, Curitiba",635000,122.0,3.0,2.0,2.0,75
"Uberaba, Curitiba",649000,127.0,3.0,2.0,2.0,75
"Xaxim, Curitiba",529000,99.0,3.0,1.0,3.0,79
"Bairro Alto, Curitiba",330000,140.0,3.0,2.0,3.0,10
"Lindóia, Curitiba",499000,142.0,3.0,1.0,3.0,48
"Vista Alegre, Curitiba",1500000,311.0,3.0,6.0,5.0,78
"Uberaba, Curitiba",598000,105.0,3.0,1.0,4.0,75
"Atuba, Curitiba",1390000,360.0,3.0,4.0,3.0,7
"Campo Comprido, Curitiba",719000,208.0,3.0,2.0,2.0,23
"Bom Retiro, Curitiba",860000,173.0,3.0,2.0,4.0,16
"Campo Comprido, Curitiba",698000,171.0,2.0,2.0,3.0,23
"Santa Felicidade, Curitiba",2900000,381.0,4.0,4.0,4.0,61
"Batel, Curitiba",10000000,600.0,9.0,11.0,10.0,13
"Uberaba, Curitiba",600000,120.0,3.0,2.0,4.0,75
"Umbará, Curitiba",1289000,210.0,4.0,2.0,4.0,76
"Cidade Industrial, Curitiba",1289000,164.0,3.0,2.0,2.0,33
"Boqueirão, Curitiba",315000,60.0,2.0,2.0,1.0,17
"Boqueirão, Curitiba",579000,96.0,2.0,1.0,3.0,17
"Santa Felicidade, Curitiba",3900000,342.0,3.0,4.0,5.0,61
"Uberaba, Curitiba",850000,150.0,3.0,2.0,3.0,75
"Mercês, Curitiba",1990600,192.0,3.0,2.0,4.0,49
"Mercês, Curitiba",1886900,189.0,3.0,2.0,4.0,49
"Santa Quitéria, Curitiba",2500000,200.0,3.0,4.0,3.0,62
"Campo Comprido, Curitiba",719000,126.0,3.0,3.0,4.0,23
"Bairro Alto, Curitiba",435000,116.0,3.0,2.0,3.0,10
"Orleans, Curitiba",890000,201.0,4.0,2.0,3.0,52
"Boqueirão, Curitiba",680000,113.0,3.0,2.0,3.0,17
"Bacacheri, Curitiba",849000,121.0,3.0,2.0,3.0,9
"Portão, Curitiba",680000,118.0,3.0,1.0,2.0,56
"Sitio Cercado, Curitiba",325000,80.0,2.0,2.0,3.0,70
"Sitio Cercado, Curitiba",299000,64.0,2.0,2.0,1.0,70
"Santa Cândida, Curitiba",598000,118.0,3.0,2.0,4.0,60
"Sitio Cercado, Curitiba",520000,165.0,3.0,3.0,3.0,70
"Santa Felicidade, Curitiba",1550000,270.0,3.0,4.0,4.0,61
"São Lourenço, Curitiba",1680000,252.0,3.0,3.0,5.0,67
"Água Verde, Curitiba",1600000,291.0,3.0,,1.0,1
"Jardim Social, Curitiba",2030000,378.0,4.0,4.0,4.0,44
"Santa Cândida, Curitiba",475000,110.0,3.0,2.0,3.0,60
"Campo Comprido, Curitiba",2980000,,,,,23
"Fazendinha, Curitiba",2300000,247.0,4.0,4.0,5.0,37
"Campo Comprido, Curitiba",1436000,151.0,5.0,3.0,6.0,23
"Campo Comprido, Curitiba",1690000,352.0,3.0,4.0,5.0,23
"Campo Comprido, Curitiba",1249999,240.0,4.0,4.0,4.0,23
"Guabirotuba, Curitiba",2250000,362.0,3.0,8.0,5.0,39
"Portão, Curitiba",1437000,151.0,5.0,3.0,6.0,56
"São Braz, Curitiba",650000,260.0,3.0,5.0,4.0,64
"Seminário, Curitiba",4000000,371.0,4.0,6.0,5.0,69
"São Braz, Curitiba",1750000,269.0,4.0,7.0,3.0,64
"Campo Comprido, Curitiba",669000,107.0,3.0,2.0,3.0,23
"Portão, Curitiba",669000,107.0,3.0,2.0,3.0,56
"Uberaba, Curitiba",650000,124.0,3.0,1.0,3.0,75
"Santa Felicidade, Curitiba",3500000,550.0,5.0,8.0,8.0,61
"Batel, Curitiba",2200000,350.0,4.0,6.0,5.0,13
"Mercês, Curitiba",799000,169.0,4.0,2.0,5.0,49
"Campo Comprido, Curitiba",590000,139.0,3.0,1.0,3.0,23
"Capão Raso, Curitiba",990000,181.0,4.0,5.0,2.0,26
"Atuba, Curitiba",950000,240.0,5.0,5.0,5.0,7
"Santa Felicidade, Curitiba",810000,137.0,3.0,2.0,4.0,61
"Guabirotuba, Curitiba",850000,260.0,3.0,2.0,4.0,39
"São Lourenço, Curitiba",690000,113.0,3.0,2.0,4.0,67
